term_str|n|n_chars|p|i|max_pos|max_pos_group|stop|porter_stem|song_dfidf|album_dfidf|anger|anticipation|disgust|fear|joy|negative|positive|sadness|surprise|trust|sentiment
abandon|2|7|1.03838385936129e-05|16.555300611064553|NNP|NN|0|abandon|17.792664807819882|10.951466861932795|0|0|0|1|0|1|0|1|0|0|-1
abandoned|1|9|5.191919296806451e-06|17.555300611064553|VBD|VB|0|abandon|9.89633240390994|6.475733430966398|1|0|0|1|0|1|0|1|0|0|-1
absence|6|7|3.11515157808387e-05|14.970338110343397|NN|NN|0|absenc|37.8720215451129|20.76902668039518|0|0|0|1|0|1|0|1|0|0|-1
absentee|2|8|1.03838385936129e-05|16.555300611064553|NN|NN|0|absente|9.89633240390994|6.475733430966398|0|0|0|0|0|1|0|1|0|0|-1
abundance|1|9|5.191919296806451e-06|17.555300611064553|NN|NN|0|abund|9.89633240390994|6.475733430966398|0|1|1|0|1|1|1|0|0|1|0
abuse|4|5|2.0767677187225803e-05|15.55530061106455|NN|NN|0|abus|24.93410970956636|14.672312790735724|1|0|1|1|0|1|0|1|0|0|-1
accident|4|8|2.0767677187225803e-05|15.55530061106455|NN|NN|0|accid|24.93410970956636|14.672312790735724|0|0|0|1|0|1|0|1|1|0|-1
accidental|2|10|1.03838385936129e-05|16.555300611064553|JJ|JJ|0|accident|9.89633240390994|6.475733430966398|0|0|0|1|0|1|0|0|1|0|-1
accused|1|7|5.191919296806451e-06|17.555300611064553|VBN|VB|0|accus|9.89633240390994|6.475733430966398|1|0|0|1|0|1|0|0|0|0|-1
ache|3|4|1.557575789041935e-05|15.970338110343397|NN|NN|0|ach|17.792664807819882|10.951466861932795|0|0|0|0|0|1|0|1|0|0|-1
achieve|1|7|5.191919296806451e-06|17.555300611064553|VB|VB|0|achiev|9.89633240390994|6.475733430966398|0|0|0|0|1|0|1|0|0|1|1
aching|6|6|3.11515157808387e-05|14.970338110343397|VBG|VB|0|ach|24.93410970956636|14.672312790735724|0|0|0|0|0|1|0|1|0|0|-1
admire|2|6|1.03838385936129e-05|16.555300611064553|NNP|NN|0|admir|9.89633240390994|6.475733430966398|0|0|0|0|0|0|1|0|0|1|1
adore|10|5|5.19191929680645e-05|14.23337251617719|VBP|VB|0|ador|43.86821941913272|20.76902668039518|0|1|0|0|1|0|1|0|0|1|1
adultery|1|8|5.191919296806451e-06|17.555300611064553|NN|NN|0|adulteri|9.89633240390994|6.475733430966398|0|0|1|0|0|1|0|1|0|0|-1
affection|6|9|3.11515157808387e-05|14.970338110343397|NN|NN|0|affect|43.86821941913272|23.344625581471448|0|0|0|0|1|0|1|0|0|1|1
afraid|76|6|0.0003945858665572|11.307373097620966|JJ|NN|0|afraid|153.20621889921506|44.89994392291585|0|0|0|1|0|1|0|0|0|0|-1
alarm|10|5|5.19191929680645e-05|14.23337251617719|NN|NN|0|alarm|43.86821941913272|23.344625581471448|0|0|0|1|0|1|0|0|1|0|-1
alien|22|5|0.0001142222245297|13.095868992427254|NN|NN|0|alien|49.62284237296636|25.678649562361556|0|0|1|1|0|1|0|0|0|0|-1
alienation|2|10|1.03838385936129e-05|16.555300611064553|NN|NN|0|alien|17.792664807819882|10.951466861932795|1|0|1|1|0|1|0|1|0|0|-1
alive|108|5|0.000560727284055|10.800413108901084|JJ|JJ|0|aliv|166.84672854377416|46.71459824944622|0|1|0|0|1|0|1|0|0|1|1
altercation|1|11|5.191919296806451e-06|17.555300611064553|NN|NN|0|alterc|9.89633240390994|6.475733430966398|1|0|0|0|0|1|0|0|0|0|-1
amuse|1|5|5.191919296806451e-06|17.555300611064553|VB|VB|0|amus|9.89633240390994|6.475733430966398|0|0|0|0|1|0|1|0|0|0|1
amused|1|6|5.191919296806451e-06|17.555300611064553|VBD|VB|0|amus|9.89633240390994|6.475733430966398|0|0|0|0|1|0|1|0|0|0|1
amusing|2|7|1.03838385936129e-05|16.555300611064553|VBG|VB|0|amus|17.792664807819882|10.951466861932795|0|0|0|0|1|0|1|0|0|0|1
angel|26|5|0.0001349899017169|12.854860892923458|NN|NN|0|angel|94.34131846255907|34.689251162942895|0|1|0|0|1|0|1|0|1|1|1
angry|3|5|1.557575789041935e-05|15.970338110343397|JJ|JJ|0|angri|24.93410970956636|10.951466861932795|1|0|1|0|0|1|0|0|0|0|-1
anxious|3|7|1.557575789041935e-05|15.970338110343397|JJ|JJ|0|anxiou|17.792664807819882|10.951466861932795|0|1|0|1|0|1|0|0|0|0|-1
apathetic|2|9|1.03838385936129e-05|16.555300611064553|JJ|JJ|0|apathet|17.792664807819882|10.951466861932795|0|0|0|0|0|1|0|1|0|0|-1
apologize|3|9|1.557575789041935e-05|15.970338110343397|VB|VB|0|apolog|9.89633240390994|6.475733430966398|0|0|0|0|0|0|1|1|0|1|1
argue|5|5|2.595959648403225e-05|15.23337251617719|NNP|NN|0|argu|17.792664807819882|10.951466861932795|1|0|0|0|0|1|0|0|0|0|-1
art|15|3|7.787878945209675e-05|13.648410015456031|NN|NN|0|art|37.8720215451129|17.90293372386559|0|1|0|0|1|0|1|1|1|0|1
ashes|22|5|0.0001142222245297|13.095868992427254|NNS|NN|0|ash|55.17065923127954|23.344625581471448|0|0|0|0|0|1|0|1|0|0|-1
assembly|1|8|5.191919296806451e-06|17.555300611064553|RB|RB|0|assembl|9.89633240390994|6.475733430966398|0|0|0|0|0|0|1|0|0|1|1
avoid|7|5|3.634343507764516e-05|14.747945689006947|NNP|NN|0|avoid|43.86821941913272|23.344625581471448|0|0|0|1|0|1|0|0|0|0|-1
awful|4|5|2.0767677187225803e-05|15.55530061106455|JJ|JJ|0|aw|31.58532961563977|14.672312790735724|1|0|1|1|0|1|0|1|0|0|-1
baby|211|4|0.0010954949716261|9.834201422357363|NN|NN|0|babi|294.3372584150192|44.71727974248042|0|0|0|0|1|0|1|0|0|0|1
backbone|8|8|4.1535354374451605e-05|14.55530061106455|NN|NN|0|backbon|37.8720215451129|20.76902668039518|1|0|0|0|0|0|1|0|0|1|1
backwards|7|9|3.634343507764516e-05|14.747945689006947|NNS|NN|0|backward|31.58532961563977|14.672312790735724|0|0|1|0|0|1|0|0|0|0|-1
bad|136|3|0.0007061010243656|10.467837769814212|JJ|JJ|0|bad|209.79950542994197|47.23419728306216|1|0|1|1|0|1|0|1|0|0|-1
bait|9|4|4.672727367125805e-05|14.38537560962224|NN|NN|0|bait|31.58532961563977|17.90293372386559|0|0|0|1|0|1|0|0|0|1|-1
battle|10|6|5.19191929680645e-05|14.23337251617719|NN|NN|0|battl|55.17065923127954|25.678649562361556|1|0|0|0|0|1|0|0|0|0|-1
bear|17|4|8.826262804570965e-05|13.467837769814212|NNP|NN|0|bear|49.62284237296636|25.678649562361556|1|0|0|1|0|0|0|0|0|0|0
beast|21|5|0.0001090303052329|13.162983188285793|NN|NN|0|beast|49.62284237296636|25.678649562361556|1|0|0|1|0|1|0|0|0|0|-1
beating|12|7|6.23030315616774e-05|13.970338110343397|VBG|VB|0|beat|31.58532961563977|17.90293372386559|1|0|0|1|0|1|0|1|0|0|-1
beautiful|37|9|0.0001921010139818|12.345847245435602|JJ|JJ|0|beauti|127.47287767653086|43.07610672158071|0|0|0|0|1|0|1|0|0|0|1
beauty|8|6|4.1535354374451605e-05|14.55530061106455|NN|NN|0|beauti|49.62284237296636|23.344625581471448|0|0|0|0|1|0|1|0|0|0|1
beg|19|3|9.864646663932256e-05|13.307373097620966|VB|VB|0|beg|43.86821941913272|23.344625581471448|0|0|0|0|0|1|0|1|0|0|-1
believing|12|9|6.23030315616774e-05|13.970338110343397|NN|NN|0|believ|55.17065923127954|23.344625581471448|0|0|0|0|0|0|1|0|0|1|1
birth|9|5|4.672727367125805e-05|14.38537560962224|NN|NN|0|birth|31.58532961563977|17.90293372386559|0|1|0|1|1|0|1|0|0|1|1
birthday|6|8|3.11515157808387e-05|14.970338110343397|NN|NN|0|birthday|31.58532961563977|17.90293372386559|0|1|0|0|1|0|1|0|1|0|1
black|139|5|0.000721676782256|10.436359538341044|JJ|JJ|0|black|226.3234979711905|46.65662486586687|0|0|0|0|0|1|0|1|0|0|-1
blame|43|5|0.0002232525297626|12.129035856362451|VB|VB|0|blame|135.0932098299901|44.89994392291585|1|0|1|0|0|1|0|0|0|0|-1
bleeding|8|8|4.1535354374451605e-05|14.55530061106455|VBG|VB|0|bleed|55.17065923127954|27.80586744773118|0|0|1|1|0|1|0|1|0|0|-1
blessed|6|7|3.11515157808387e-05|14.970338110343397|VBN|VB|0|bless|17.792664807819882|10.951466861932795|0|0|0|0|1|0|1|0|0|0|1
bloom|11|5|5.711111226487095e-05|14.095868992427254|NN|NN|0|bloom|49.62284237296636|20.76902668039518|0|1|0|0|1|0|1|0|0|1|1
blossom|3|7|1.557575789041935e-05|15.970338110343397|VB|VB|0|blossom|17.792664807819882|10.951466861932795|0|0|0|0|1|0|1|0|0|0|1
blues|7|5|3.634343507764516e-05|14.747945689006947|NNS|NN|0|blue|49.62284237296636|25.678649562361556|0|0|0|1|0|1|0|1|0|0|-1
bottom|22|6|0.0001142222245297|13.095868992427254|NN|NN|0|bottom|70.8059086379991|31.538053360790357|0|0|0|0|0|1|0|1|0|0|-1
bout|10|4|5.19191929680645e-05|14.23337251617719|IN|IN|0|bout|49.62284237296636|23.344625581471448|1|0|0|0|0|1|0|0|0|0|-1
boy|55|3|0.0002855555613243|11.773940897539893|NN|NN|0|boy|142.49136949186544|43.75173617194039|0|0|1|0|0|1|0|0|0|0|-1
brighten|3|8|1.557575789041935e-05|15.970338110343397|IN|IN|0|brighten|9.89633240390994|6.475733430966398|0|0|0|0|1|0|1|0|1|1|1
broke|18|5|9.345454734251612e-05|13.38537560962224|VBD|VB|0|broke|65.7440430902258|31.538053360790357|0|0|0|1|0|1|0|1|0|0|-1
broken|61|6|0.0003167070771051|11.624563273501664|JJ|JJ|0|broken|153.20621889921506|45.79693102979183|1|0|0|1|0|1|0|1|0|0|-1
brother|19|7|9.864646663932256e-05|13.307373097620966|NN|NN|0|brother|75.73643883826543|33.17931993562011|0|0|0|0|0|0|1|0|0|1|1
buried|24|6|0.0001246060631233|12.970338110343397|VBN|VB|0|buri|60.53766662220867|27.80586744773118|0|0|0|1|0|1|0|1|0|0|-1
cage|7|4|3.634343507764516e-05|14.747945689006947|NN|NN|0|cage|43.86821941913272|23.344625581471448|0|0|0|0|0|1|0|1|0|0|-1
calls|15|5|7.787878945209675e-05|13.648410015456031|VBZ|VB|0|call|70.8059086379991|31.538053360790357|0|1|0|0|0|1|0|0|0|1|-1
case|30|4|0.0001557575789041|12.648410015456031|NN|NN|0|case|49.62284237296636|25.678649562361556|0|0|0|1|0|1|0|1|0|0|-1
celestial|5|9|2.595959648403225e-05|15.23337251617719|JJ|JJ|0|celesti|9.89633240390994|6.475733430966398|0|1|0|0|1|0|1|0|0|0|1
child|37|5|0.0001921010139818|12.345847245435602|NN|NN|0|child|127.47287767653086|41.50455173143354|0|1|0|0|1|0|1|0|0|0|1
choke|41|5|0.000212868691169|12.197748606446469|NNP|NN|0|choke|49.62284237296636|25.678649562361556|1|0|0|0|0|1|0|1|0|0|-1
clean|36|5|0.000186909094685|12.38537560962224|JJ|JJ|0|clean|119.6118172759982|43.07610672158071|0|0|0|0|1|0|1|0|0|1|1
combat|9|6|4.672727367125805e-05|14.38537560962224|NNP|NN|0|combat|9.89633240390994|6.475733430966398|1|0|0|1|0|1|0|0|0|0|-1
communicate|2|11|1.03838385936129e-05|16.555300611064553|VB|VB|0|commun|17.792664807819882|10.951466861932795|0|0|0|0|0|0|1|0|0|1|1
competition|7|11|3.634343507764516e-05|14.747945689006947|NN|NN|0|competit|9.89633240390994|6.475733430966398|0|1|0|0|0|1|0|0|0|0|-1
complain|5|8|2.595959648403225e-05|15.23337251617719|VB|VB|0|complain|24.93410970956636|14.672312790735724|1|0|0|0|0|1|0|1|0|0|-1
confusion|14|9|7.268687015529031e-05|13.747945689006947|NN|NN|0|confus|55.17065923127954|27.80586744773118|1|0|0|1|0|1|0|0|0|0|-1
convince|1|8|5.191919296806451e-06|17.555300611064553|VBP|VB|0|convinc|9.89633240390994|6.475733430966398|0|1|0|0|0|0|1|0|0|1|1
count|17|5|8.826262804570965e-05|13.467837769814212|NN|NN|0|count|80.54660491499504|36.07881826672897|0|0|0|0|0|0|1|0|0|1|1
courageous|5|10|2.595959648403225e-05|15.23337251617719|JJ|JJ|0|courag|9.89633240390994|6.475733430966398|0|0|0|1|0|0|1|0|0|0|1
cracked|7|7|3.634343507764516e-05|14.747945689006947|VBN|VB|0|crack|37.8720215451129|14.672312790735724|1|0|0|1|0|1|0|0|0|0|-1
crazy|22|5|0.0001142222245297|13.095868992427254|JJ|NN|0|crazi|98.75078256521326|39.61173489546236|1|0|0|1|0|1|0|1|0|0|-1
create|9|6|4.672727367125805e-05|14.38537560962224|VBP|VB|0|creat|31.58532961563977|17.90293372386559|0|0|0|0|1|0|1|0|0|0|1
crime|25|5|0.0001297979824201|12.911444421289826|NN|NN|0|crime|55.17065923127954|25.678649562361556|1|0|0|0|0|1|0|0|0|0|-1
cross|28|5|0.0001453737403105|12.747945689006947|NN|NN|0|cross|49.62284237296636|25.678649562361556|1|0|0|1|0|1|0|1|0|0|-1
cruel|24|5|0.0001246060631233|12.970338110343397|JJ|NN|0|cruel|37.8720215451129|20.76902668039518|1|0|1|1|0|1|0|1|0|0|-1
crushing|6|8|3.11515157808387e-05|14.970338110343397|VBG|VB|0|crush|24.93410970956636|14.672312790735724|1|0|1|1|0|1|0|0|0|0|-1
cry|130|3|0.0006749495085848|10.532932798036097|NN|NN|0|cri|220.92583331537736|46.85236241748557|0|0|0|0|0|1|0|1|0|0|-1
crying|33|6|0.0001713333367946|12.510906491706098|VBG|VB|0|cri|123.57372030061735|39.61173489546236|0|0|0|0|0|1|0|1|0|0|-1
cursed|5|6|2.595959648403225e-05|15.23337251617719|VBN|VB|0|curs|31.58532961563977|17.90293372386559|1|0|0|1|0|1|0|1|0|0|-1
daft|6|4|3.11515157808387e-05|14.970338110343397|NNP|NN|0|daft|17.792664807819882|6.475733430966398|0|0|1|0|0|1|0|0|0|0|-1
damn|13|4|6.749495085848386e-05|13.854860892923458|NN|NN|0|damn|60.53766662220867|25.678649562361556|1|0|1|0|0|1|0|0|0|0|-1
dance|100|5|0.0005191919296806|10.911444421289826|NN|NN|0|danc|156.68263692511815|46.46284007767909|0|0|0|0|1|0|1|0|0|1|1
dangerous|8|9|4.1535354374451605e-05|14.55530061106455|JJ|JJ|0|danger|37.8720215451129|20.76902668039518|0|0|0|1|0|1|0|0|0|0|-1
dare|10|4|5.19191929680645e-05|14.23337251617719|VBP|VB|0|dare|37.8720215451129|20.76902668039518|0|1|0|0|0|0|0|0|0|1|0
darkened|4|8|2.0767677187225803e-05|15.55530061106455|VBN|VB|0|darken|24.93410970956636|14.672312790735724|0|0|0|1|0|1|0|1|0|0|-1
darkness|19|8|9.864646663932256e-05|13.307373097620966|NN|NN|0|dark|85.24568474593272|36.07881826672897|1|0|0|1|0|1|0|1|0|0|-1
darling|37|7|0.0001921010139818|12.345847245435602|NNP|NN|0|darl|89.84162712452135|34.689251162942895|0|0|0|0|1|0|1|0|0|1|1
deal|15|4|7.787878945209675e-05|13.648410015456031|NN|NN|0|deal|65.7440430902258|29.75227586571677|0|1|0|0|1|0|1|0|1|1|1
death|70|5|0.0003634343507764|11.426017594119584|NN|NN|0|death|146.11219085468872|44.35863987124021|1|1|1|1|0|1|0|1|1|0|-1
deceive|3|7|1.557575789041935e-05|15.970338110343397|VBP|VB|0|deceiv|24.93410970956636|14.672312790735724|1|0|1|0|0|1|0|1|0|0|-1
defend|5|6|2.595959648403225e-05|15.23337251617719|VB|VB|0|defend|37.8720215451129|20.76902668039518|0|0|0|1|0|0|1|0|0|0|1
deny|19|4|9.864646663932256e-05|13.307373097620966|VB|VB|0|deni|49.62284237296636|25.678649562361556|1|0|0|0|0|1|0|0|0|0|-1
depression|18|10|9.345454734251612e-05|13.38537560962224|NN|NN|0|depress|9.89633240390994|6.475733430966398|0|0|0|0|0|1|0|1|0|0|-1
destroyed|4|9|2.0767677187225803e-05|15.55530061106455|VBD|VB|0|destroy|24.93410970956636|14.672312790735724|1|0|0|1|0|1|0|1|0|0|-1
destroying|3|10|1.557575789041935e-05|15.970338110343397|VBG|VB|0|destroy|17.792664807819882|10.951466861932795|1|0|0|1|0|1|0|1|0|0|-1
destruction|13|11|6.749495085848386e-05|13.854860892923458|NN|NN|0|destruct|17.792664807819882|10.951466861932795|1|0|0|0|0|1|0|0|0|0|-1
die|163|3|0.0008462828453794|10.206572456833474|VB|VB|0|die|246.9003062658316|46.65662486586687|0|0|0|1|0|1|0|1|0|0|-1
dirt|18|4|9.345454734251612e-05|13.38537560962224|NN|NN|0|dirt|89.84162712452135|37.35729912472311|0|0|1|0|0|1|0|0|0|0|-1
dirty|20|5|0.0001038383859361|13.23337251617719|NN|NN|0|dirti|89.84162712452135|36.07881826672897|0|0|1|0|0|1|0|0|0|0|-1
disappointed|3|12|1.557575789041935e-05|15.970338110343397|JJ|JJ|0|disappoint|24.93410970956636|14.672312790735724|1|0|1|0|0|1|0|1|0|0|-1
discipline|15|10|7.787878945209675e-05|13.648410015456031|NN|NN|0|disciplin|9.89633240390994|6.475733430966398|0|0|0|1|0|1|0|0|0|0|-1
distracted|2|10|1.03838385936129e-05|16.555300611064553|VBD|VB|0|distract|17.792664807819882|10.951466861932795|1|0|0|0|0|1|0|0|0|0|-1
drown|16|5|8.307070874890321e-05|13.55530061106455|NN|VB|0|drown|60.53766662220867|29.75227586571677|0|0|0|1|0|1|0|1|0|0|-1
dying|47|5|0.0002440202069499|12.000711759386911|VBG|VB|0|die|138.8190123471548|44.35863987124021|1|0|1|1|0|1|0|1|0|0|-1
electric|33|8|0.0001713333367946|12.510906491706098|JJ|JJ|0|electr|43.86821941913272|23.344625581471448|0|0|0|0|1|0|1|0|1|0|1
entertain|4|9|2.0767677187225803e-05|15.55530061106455|VB|VB|0|entertain|17.792664807819882|10.951466861932795|0|0|0|0|1|0|1|0|0|0|1
erase|7|5|3.634343507764516e-05|14.747945689006947|VB|VB|0|eras|49.62284237296636|23.344625581471448|0|0|0|1|0|1|0|0|0|0|-1
escape|28|6|0.0001453737403105|12.747945689006947|NN|VB|0|escap|94.34131846255907|36.07881826672897|0|1|0|1|0|1|1|0|0|0|0
evil|14|4|7.268687015529031e-05|13.747945689006947|JJ|NN|0|evil|70.8059086379991|31.538053360790357|1|0|1|1|0|1|0|1|0|0|-1
expect|18|6|9.345454734251612e-05|13.38537560962224|VB|VB|0|expect|70.8059086379991|31.538053360790357|0|1|0|0|0|0|1|0|1|1|1
explain|22|7|0.0001142222245297|13.095868992427254|VB|VB|0|explain|65.7440430902258|31.538053360790357|0|0|0|0|0|0|1|0|0|1|1
fall|148|4|0.0007684040559273|10.345847245435602|NN|VB|0|fall|285.9523447218064|40.31527306691589|0|0|0|0|0|1|0|1|0|0|-1
falling|86|7|0.0004465050595253|11.129035856362451|VBG|VB|0|fall|176.63938583772153|46.71459824944622|0|0|0|0|0|1|0|1|0|0|-1
familiar|7|8|3.634343507764516e-05|14.747945689006947|JJ|JJ|0|familiar|49.62284237296636|25.678649562361556|0|0|0|0|0|0|1|0|0|1|1
fat|8|3|4.1535354374451605e-05|14.55530061106455|JJ|JJ|0|fat|31.58532961563977|17.90293372386559|0|0|1|0|0|1|0|1|0|0|-1
fault|33|5|0.0001713333367946|12.510906491706098|NN|NN|0|fault|85.24568474593272|36.07881826672897|0|0|0|0|0|1|0|1|0|0|-1
favorite|15|8|7.787878945209675e-05|13.648410015456031|JJ|JJ|0|favorit|75.73643883826543|33.17931993562011|0|0|0|0|1|0|1|0|0|1|1
feeling|94|7|0.0004880404138998|11.000711759386911|NN|NN|0|feel|223.6380246943096|46.65662486586687|1|1|1|1|1|1|1|1|1|1|0
fell|28|4|0.0001453737403105|12.747945689006947|VBD|VB|0|fell|103.07533324441734|40.600600025172994|0|0|0|0|0|1|0|1|0|0|-1
fight|75|5|0.0003893939472604|11.32648192056867|VB|VB|0|fight|170.15066648883467|46.914820639325946|1|0|0|1|0|1|0|0|0|0|-1
fighting|23|8|0.0001194141438265|13.03173865500754|VBG|VB|0|fight|75.73643883826543|31.538053360790357|1|0|0|0|0|1|0|0|0|0|-1
